"","kegg_id","gene_name","gene_path"
"LB20_fxndf.K19647","K19647","2-hydroxymethylglutarate dehydrogenase [EC:1.1.1.291]","Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism"
"LB20_fxndf.K19668","K19668","cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Environmental Information Processing; Signal transduction; Two-component system"
"LB20_fxndf.K19711","K19711","L-serine 3-dehydrogenase (NAD+) [EC:1.1.1.387]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB20_fxndf.K19893","K19893","glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Glycosylphosphatidylinositol (GPI)-anchored proteins"
"LB20_fxndf.K19934","K19934","calcium-binding protein","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K19984","K19984","exocyst complex component 5","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K19995","K19995","secretory carrier-associated membrane protein","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K19998","K19998","sec1 family domain-containing protein 1","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20038","K20038","choline trimethylamine-lyase [EC:4.3.99.4]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB20_fxndf.K20051","K20051","low-density lipoprotein receptor-related protein 4","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20100","K20100","YTH domain-containing protein 1","Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"LB20_fxndf.K20135","K20135","factor VIII intron 22 protein","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20245","K20245","brother of ihog","Environmental Information Processing; Signal transduction; Hedgehog signaling pathway - fly"
"LB20_fxndf.K20345","K20345","membrane fusion protein, peptide pheromone/bacteriocin exporter","Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB20_fxndf.K20353","K20353","COPII coat assembly protein SEC16","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20360","K20360","TBC1 domain family member 2","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20465","K20465","oxysterol-binding protein-related protein 9/10/11","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20656","K20656","transmembrane protein 189","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K20699","K20699","immune deficiency","Organismal Systems; Immune system; Toll and Imd signaling pathway"
"LB20_fxndf.K20701","K20701","poor Imd response upon knock-in","Organismal Systems; Immune system; Toll and Imd signaling pathway"
"LB20_fxndf.K20882","K20882","(R)-2-hydroxy-4-methylpentanoate CoA-transferase [EC:2.8.3.24]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB20_fxndf.K20883","K20883","alpha-1,2-colitosyltransferase [EC:2.4.1.341]","Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins"
"LB20_fxndf.K21111","K21111","band 4.1-like protein 4B","Cellular Processes; Cellular community - eukaryotes; Tight junction"
"LB20_fxndf.K21133","K21133","multidrug efflux pump","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB20_fxndf.K21345","K21345","D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]","Metabolism; Glycan biosynthesis and metabolism; Lipopolysaccharide biosynthesis"
"LB20_fxndf.K21358","K21358","serine/threonine-protein kinase ULK3 [EC:2.7.11.1]","Brite Hierarchies; Protein families: metabolism; Protein kinases"
"LB20_fxndf.K21492","K21492","antitoxin YqcF","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"LB20_fxndf.K21797","K21797","phosphatidylinositol 4-phosphatase [EC:3.1.3.-]","Metabolism; Carbohydrate metabolism; Inositol phosphate metabolism | Environmental Information Processing; Signal transduction; Phosphatidylinositol signaling system"
"LB20_fxndf.K21993","K21993","formate transporter","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB20_fxndf.K22014","K22014","terminase small subunit","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Unclassified viral proteins"
"LB20_fxndf.K22063","K22063","iron-sulfur cluster assembly 1","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB20_fxndf.K22068","K22068","iron-sulfur cluster assembly enzyme ISCU, mitochondrial","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB20_fxndf.K22125","K22125","myoferlin","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K22226","K22226","Fe-coproporphyrin III synthase","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"LB20_fxndf.K22267","K22267","starch-binding domain-containing protein 1","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB20_fxndf.K22394","K22394","flavin reductase (NADH) subunit 2 [EC:1.5.1.36]","Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism"
"LB20_fxndf.K22402","K22402","GDNF-inducible zinc finger protein 1","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB20_fxndf.K22408","K22408","diacetylchitobiose deacetylase [EC:3.5.1.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB20_fxndf.K22424","K22424","glutamine kinase [EC:2.7.3.13]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K00289","K00289","formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]","Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate"
"LB21_fxndf.K00476","K00476","aspartate beta-hydroxylase [EC:1.14.11.16]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K01064","K01064","wingless-type MMTV integration site family, member 9","Environmental Information Processing; Signal transduction; Wnt signaling pathway | Environmental Information Processing; Signal transduction; Hippo signaling pathway | Environmental Information Processing; Signal transduction; mTOR signaling pathway | Cellular Processes; Cellular community - eukaryotes; Signaling pathways regulating pluripotency of stem cells | Organismal Systems; Endocrine system; Melanogenesis | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Overview; Proteoglycans in cancer | Human Diseases; Cancers: Specific types; Hepatocellular carcinoma | Human Diseases; Cancers: Specific types; Gastric cancer | Human Diseases; Cancers: Specific types; Basal cell carcinoma | Human Diseases; Cancers: Specific types; Breast cancer | Human Diseases; Endocrine and metabolic diseases; Cushing syndrome | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection | Brite Hierarchies; Protein families: signaling and cellular processes; Glycosaminoglycan binding proteins"
"LB21_fxndf.K01204","K01204","alpha-N-acetylgalactosaminidase [EC:3.2.1.49]","Metabolism; Glycan biosynthesis and metabolism; Glycosphingolipid biosynthesis - globo and isoglobo series | Cellular Processes; Transport and catabolism; Lysosome"
"LB21_fxndf.K02175","K02175","putative enzyme (brainiac)","Organismal Systems; Development; Dorso-ventral axis formation"
"LB21_fxndf.K02537","K02537","mitotic spindle assembly checkpoint protein MAD2","Cellular Processes; Cell growth and death; Cell cycle | Cellular Processes; Cell growth and death; Cell cycle - yeast | Cellular Processes; Cell growth and death; Meiosis - yeast | Cellular Processes; Cell growth and death; Oocyte meiosis | Organismal Systems; Endocrine system; Progesterone-mediated oocyte maturation | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB21_fxndf.K02947","K02947","small subunit ribosomal protein S10e","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"LB21_fxndf.K03237","K03237","translation initiation factor 2 subunit 1","Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Cellular Processes; Transport and catabolism; Autophagy - animal | Cellular Processes; Transport and catabolism; Autophagy - yeast | Cellular Processes; Cell growth and death; Apoptosis | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD) | Human Diseases; Infectious diseases: Viral; Measles | Human Diseases; Infectious diseases: Viral; Influenza A | Human Diseases; Infectious diseases: Viral; Hepatitis C | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Translation factors"
"LB21_fxndf.K03860","K03860","phosphatidylinositol glycan, class Q","Metabolism; Glycan biosynthesis and metabolism; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"LB21_fxndf.K03882","K03882","NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Parkinson disease | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB21_fxndf.K04307","K04307","relaxin family peptide receptor 2","Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction | Organismal Systems; Endocrine system; Relaxin signaling pathway | Brite Hierarchies; Protein families: signaling and cellular processes; G protein-coupled receptors"
"LB21_fxndf.K04555","K04555","ubiquitin-conjugating enzyme E2 G2 [EC:2.3.2.23]","Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis | Human Diseases; Neurodegenerative diseases; Parkinson disease | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K05551","K05551","minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of type II polyketide backbone | Metabolism; Metabolism of terpenoids and polyketides; Tetracycline biosynthesis | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins"
"LB21_fxndf.K05604","K05604","beta-Ala-His dipeptidase [EC:3.4.13.20]","Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases"
"LB21_fxndf.K05795","K05795","tellurium resistance protein TerD","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Signaling proteins"
"LB21_fxndf.K05986","K05986","nuclease S1 [EC:3.1.30.1]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K06688","K06688","ubiquitin-conjugating enzyme E2 C [EC:2.3.2.23]","Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K07086","K07086","uncharacterized protein","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"LB21_fxndf.K07256","K07256","taurine dehydrogenase large subunit [EC:1.4.2.-]","Metabolism; Metabolism of other amino acids; Taurine and hypotaurine metabolism"
"LB21_fxndf.K07573","K07573","exosome complex component CSL4","Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"
"LB21_fxndf.K07655","K07655","two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"LB21_fxndf.K07933","K07933","Rab-like protein 3","Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins"
"LB21_fxndf.K08029","K08029","homeobox protein Nkx-2.2","Human Diseases; Endocrine and metabolic diseases; Maturity onset diabetes of the young | Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB21_fxndf.K08239","K08239","UDP-N-acetylglucosamine-lysosomal-enzyme [EC:2.7.8.17]","Cellular Processes; Transport and catabolism; Lysosome"
"LB21_fxndf.K08242","K08242","24-methylenesterol C-methyltransferase [EC:2.1.1.143]","Metabolism; Lipid metabolism; Steroid biosynthesis"
"LB21_fxndf.K08271","K08271","STE20-related kinase adapter protein alpha","Environmental Information Processing; Signal transduction; AMPK signaling pathway | Environmental Information Processing; Signal transduction; mTOR signaling pathway | Brite Hierarchies; Protein families: metabolism; Protein kinases"
"LB21_fxndf.K08570","K08570","histolysain [EC:3.4.22.35]","Human Diseases; Infectious diseases: Parasitic; Amoebiasis | Brite Hierarchies; Protein families: metabolism; Peptidases"
"LB21_fxndf.K08706","K08706","nuclear receptor subfamily 0 group A","Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: signaling and cellular processes; Nuclear receptors"
"LB21_fxndf.K08723","K08723","5'-nucleotidase [EC:3.1.3.5]","Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism"
"LB21_fxndf.K08791","K08791","serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]","Environmental Information Processing; Signal transduction; Hippo signaling pathway | Environmental Information Processing; Signal transduction; Hippo signaling pathway - fly | Environmental Information Processing; Signal transduction; Hippo signaling pathway - multiple species | Cellular Processes; Cell growth and death; Apoptosis - fly | Brite Hierarchies; Protein families: metabolism; Protein kinases"
"LB21_fxndf.K09027","K09027","X box-binding protein 1","Genetic Information Processing; Folding, sorting and degradation; Protein processing in endoplasmic reticulum | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD) | Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB21_fxndf.K09141","K09141","uncharacterized protein","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"LB21_fxndf.K09218","K09218","K09218 (name not available)","K09218 (path not available)"
"LB21_fxndf.K09258","K09258","B-cell CLL/lymphoma protein 3","Environmental Information Processing; Signal transduction; TNF signaling pathway | Organismal Systems; Immune system; C-type lectin receptor signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts"
"LB21_fxndf.K09339","K09339","homeobox protein HLX1","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB21_fxndf.K09411","K09411","forkhead box protein, other","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB21_fxndf.K09679","K09679","[heparan sulfate]-glucosamine 3-sulfotransferase 6 [EC:2.8.2.-]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"LB21_fxndf.K09828","K09828","Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]","Metabolism; Lipid metabolism; Steroid biosynthesis"
"LB21_fxndf.K10041","K10041","aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K10310","K10310","F-box protein 33","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K10429","K10429","microtubule-associated protein 1","Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Cytoskeleton proteins"
"LB21_fxndf.K10447","K10447","kelch-like protein 9/13","Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K10520","K10520","ankyrin repeat and BTB/POZ domain-containing protein 1","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K10569","K10569","endonuclease VIII-like 3","Genetic Information Processing; Replication and repair; Base excision repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"LB21_fxndf.K10606","K10606","E3 ubiquitin-protein ligase FANCL [EC:2.3.2.27]","Genetic Information Processing; Folding, sorting and degradation; Ubiquitin mediated proteolysis | Genetic Information Processing; Replication and repair; Fanconi anemia pathway | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"LB21_fxndf.K10703","K10703","very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]","Metabolism; Lipid metabolism; Fatty acid elongation | Metabolism; Lipid metabolism; Biosynthesis of unsaturated fatty acids | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins"
"LB21_fxndf.K11092","K11092","U2 small nuclear ribonucleoprotein A'","Genetic Information Processing; Transcription; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"LB21_fxndf.K11231","K11231","osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]","Environmental Information Processing; Signal transduction; Two-component system | Environmental Information Processing; Signal transduction; MAPK signaling pathway - yeast | Cellular Processes; Transport and catabolism; Mitophagy - yeast | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"LB21_fxndf.K11304","K11304","histone acetyltransferase HTATIP [EC:2.3.1.48]","Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB21_fxndf.K11323","K11323","histone arginine demethylase JMJD6 [EC:1.14.11.-]","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB21_fxndf.K11384","K11384","two-component system, NtrC family, response regulator AlgB","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"LB21_fxndf.K11393","K11393","U6 snRNA m6A methyltransferase [EC:2.1.1.346]","Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"
"LB21_fxndf.K11739","K11739","bacteriophage N4 adsorption protein A","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"LB21_fxndf.K12181","K12181","COP9 signalosome complex subunit 8","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K12346","K12346","metal iron transporter","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K12388","K12388","sortilin","Cellular Processes; Transport and catabolism; Lysosome | Organismal Systems; Digestive system; Cholesterol metabolism | Organismal Systems; Nervous system; Neurotrophin signaling pathway | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K12688","K12688","autotransporter serine protease [EC:3.4.21.-]","Human Diseases; Infectious diseases: Bacterial; Pertussis | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
"LB21_fxndf.K12860","K12860","pre-mRNA-splicing factor CDC5/CEF1","Genetic Information Processing; Transcription; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"LB21_fxndf.K12872","K12872","pre-mRNA-splicing factor RBM22/SLT11","Genetic Information Processing; Transcription; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"LB21_fxndf.K13133","K13133","gem associated protein 5","Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"LB21_fxndf.K13346","K13346","peroxin-10","Cellular Processes; Transport and catabolism; Peroxisome | Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB21_fxndf.K13403","K13403","methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]","Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate"
"LB21_fxndf.K13497","K13497","anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]","Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis"
"LB21_fxndf.K13523","K13523","lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]","Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins"
"LB21_fxndf.K13666","K13666","UDP-GlcNAc:polypeptide alpha-N-acetylglucosaminyltransferase [EC:2.4.1.-]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"LB21_fxndf.K13731","K13731","internalin B","Human Diseases; Infectious diseases: Bacterial; Bacterial invasion of epithelial cells"
"LB21_fxndf.K14813","K14813","metalloprotease ARX1 [EC:3.-.-.-]","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB21_fxndf.K15305","K15305","vacuole morphology and inheritance protein 14","Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection"
"LB21_fxndf.K15309","K15309","CREB-regulated transcription coactivator 1","Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB21_fxndf.K15451","K15451","tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"LB21_fxndf.K15662","K15662","iturin family lipopeptide synthetase B","Metabolism; Metabolism of terpenoids and polyketides; Nonribosomal peptide structures | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins"
"LB21_fxndf.K15868","K15868","bile acid-coenzyme A ligase [EC:6.2.1.7]","Metabolism; Lipid metabolism; Secondary bile acid biosynthesis"
"LB21_fxndf.K16017","K16017","AHBA synthesis associated protein","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of ansamycins"
"LB21_fxndf.K16131","K16131","microcystin synthetase protein McyB","Metabolism; Metabolism of terpenoids and polyketides; Nonribosomal peptide structures | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins"
"LB21_fxndf.K16270","K16270","3-methylcatechol 2,3-dioxygenase [EC:1.13.11.-]","Metabolism; Xenobiotics biodegradation and metabolism; Xylene degradation"
"LB21_fxndf.K16382","K16382","polyene macrolide polyketide synthase, loading module","Metabolism; Metabolism of terpenoids and polyketides; Type I polyketide structures"
"LB21_fxndf.K16497","K16497","protocadherin gamma subfamily C","Brite Hierarchies; Protein families: signaling and cellular processes; Cell adhesion molecules"
"LB21_fxndf.K16634","K16634","ribonuclease inhibitor","Not Included in Pathway or Brite; Unclassified: genetic information processing; Translation"
"LB21_fxndf.K16666","K16666","oligodendrocyte myelin glycoprotein","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Signaling proteins"
"LB21_fxndf.K16881","K16881","mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism"
"LB21_fxndf.K17257","K17257","integrin alpha FG-GAP repeat containing protein 1","Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"LB21_fxndf.K17494","K17494","cysteine/serine-rich nuclear protein","Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins | Brite Hierarchies; Protein families: genetic information processing; Transcription machinery"
"LB21_fxndf.K17743","K17743","D-xylose reductase [EC:1.1.1.307]","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions"
"LB21_fxndf.K17790","K17790","mitochondrial import inner membrane translocase subunit TIM22","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K17809","K17809","polymerase delta-interacting protein 2","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB21_fxndf.K17857","K17857","cytochrome P450 family 2 subfamily P","Brite Hierarchies; Protein families: metabolism; Cytochrome P450"
"LB21_fxndf.K17986","K17986","FUN14 domain-containing protein 1","Cellular Processes; Transport and catabolism; Mitophagy - animal | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB21_fxndf.K18016","K18016","membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K18202","K18202","5-phosphonooxy-L-lysine phospho-lyase [EC:4.2.3.134]","Metabolism; Amino acid metabolism; Lysine degradation"
"LB21_fxndf.K18224","K18224","propane 2-monooxygenase small subunit [EC:1.14.13.227]","Metabolism; Carbohydrate metabolism; Propanoate metabolism"
"LB21_fxndf.K18226","K18226","propane monooxygenase coupling protein","Metabolism; Carbohydrate metabolism; Propanoate metabolism"
"LB21_fxndf.K18461","K18461","WAS protein family homolog 1","Cellular Processes; Transport and catabolism; Endocytosis | Organismal Systems; Aging; Longevity regulating pathway - worm | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB21_fxndf.K18662","K18662","malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]","Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"LB21_fxndf.K18710","K18710","histone RNA hairpin-binding protein","Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"
"LB21_fxndf.K18949","K18949","protein Gp59","Brite Hierarchies; Protein families: signaling and cellular processes; Viral proteins"
"LB21_fxndf.K19306","K19306","18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB21_fxndf.K19375","K19375","HSPB1-associated protein 1","Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts"
"LB21_fxndf.K19595","K19595","membrane fusion protein, gold/copper resistance efflux system","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes"
"LB21_fxndf.K19653","K19653","geraniol dehydrogenase (NAD+) [EC:1.1.1.347]","Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation"
"LB21_fxndf.K20037","K20037","choline trimethylamine-lyase activating enzyme [EC:1.97.1.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K20123","K20123","protein kinase C and casein kinase substrate in neurons protein","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"LB21_fxndf.K20237","K20237","protein NUD1","Environmental Information Processing; Signal transduction; Hippo signaling pathway - multiple species"
"LB21_fxndf.K20347","K20347","p24 family protein beta-1","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K20611","K20611","1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase [EC:1.3.99.37]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB21_fxndf.K20662","K20662","gibberellin 13-/12alpha-oxidase [EC:1.14.-.-]","Brite Hierarchies; Protein families: metabolism; Cytochrome P450"
